Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
69606,-0.485855925,0.225953934,1.443136512,-1.076445573,-0.159198827,0.330441868,0.224514629,0.23330007,-2.004389585,0.414458382,1.406319547,-0.25546731,-0.928044854,0.644156108,0.851729617,-2.185682419,0.727621491,0.702280459,-0.207961902,-0.38478171,-0.282576964,-0.398077697,-0.131049957,-0.27217616,-0.063090153,1.188393966,-0.000262985,0.036872382,22.95,0
95831,-1.892259908,-1.563322093,2.429742096,0.136748968,0.083897672,0.873949029,-0.502596932,0.019230011,3.2946432,-1.083265808,-0.991458911,-2.027765733,2.146550765,-0.470200416,-2.498339911,-0.116035329,0.438598401,0.32635901,0.136266441,-0.593732875,-0.246267126,0.817319897,0.595542829,0.639889433,-0.262367657,0.63560113,0.035709511,-0.140042872,118.95,0
1587,1.153677252,0.216433206,0.553172625,1.532029435,-0.504798183,-0.829963277,0.177455444,-0.181343512,0.263643141,-0.089910654,-0.458377606,0.576258374,-0.121157851,0.05183013,-0.372543342,-0.525682381,0.101663279,-0.637733233,-0.137654316,-0.133181494,-0.097674447,-0.115690372,-0.066009816,0.73448855,0.688098196,-0.364597446,0.021047272,0.02567666,24.61,0
54347,-0.593025764,0.620602528,2.17053334,-0.40055759,-0.431370133,-0.572448488,0.277374433,0.097359068,-0.626601535,-0.41455625,1.485093512,0.290122776,-0.561637052,0.396669363,0.82699644,0.185356031,-0.202461129,0.341822217,1.135692901,0.12713281,-0.006169061,-0.13568241,-0.14388127,0.576404001,-0.128933515,1.009415675,-0.024373131,0.056598281,11,0
135632,-0.668777135,0.692502347,0.921121286,1.314831122,-0.280890013,0.032702401,0.275265181,0.517452239,0.0834021,-0.730715701,-1.674005667,0.211093667,-0.579344478,0.149208722,-0.949984873,-0.776631033,0.500219257,-0.526635472,1.157790043,-0.041194547,-0.322775159,-0.953821079,0.336735745,-0.17211807,-0.790063903,-1.000883689,0.123493009,0.125927239,68.9,0
96745,-3.421541621,-3.329408074,1.351897881,0.57239198,3.151252012,-2.546830808,-1.895509552,-0.062868222,2.246770601,-0.721672177,-0.202113169,-2.529386754,1.428391245,1.434743162,0.189542019,0.329379628,-0.017546381,0.677136112,-0.558272099,-0.682381193,-0.011259361,0.556044876,-0.560193221,-0.117243876,-0.431459561,-0.300892891,0.555971277,0.028416827,150,0
79454,1.425590968,-0.434611205,-0.338946733,-0.837849158,-0.520541013,-0.914820442,-0.215863273,-0.175360244,-1.211910779,0.889719264,0.975644198,-0.662154138,-1.084237364,0.526042138,-0.124132845,1.074323828,0.104782456,-0.853966187,1.056120589,0.014260883,0.207706498,0.438887406,-0.203999276,0.026484056,0.766580722,-0.078684257,-0.041090125,-0.013773954,15,0
60651,-1.083074292,0.211174122,1.807924859,-0.414430566,-1.037429661,-0.941208439,-0.139520652,0.381753008,0.064421371,-1.133557306,-0.367554983,0.896522342,0.844748995,-0.271950568,-0.209796258,-0.192390149,0.350921958,-0.421292031,0.251276302,0.151303233,0.279726109,0.694574052,0.034117195,1.058405502,-0.380121247,1.343553147,-0.081330482,0.011528549,59.9,0
163700,1.922750748,-0.201507807,-0.518134152,1.149418383,-0.253004964,-0.075835369,-0.399094398,0.134608011,0.719377929,0.359503159,0.209924876,0.40459676,-1.021165045,0.45940853,-0.22145986,0.655343184,-0.966772319,0.437851612,0.122837475,-0.276359414,-0.268304734,-0.776906546,0.344689059,-0.609743931,-0.401482992,-1.023653726,0.033767549,-0.041175764,20,0
119029,-0.673967258,1.293460497,-0.491073839,-0.729067517,0.367172213,-0.536141154,1.304231441,-0.347071625,0.919131585,0.156390769,-0.866621512,-1.059811654,-1.356623964,-1.345847799,0.066561214,0.33499543,0.287949732,0.381279888,-0.464818948,0.158973046,-0.081909591,0.239667307,0.011446183,0.635157887,-0.945144306,0.250663746,0.269865847,0.209733235,82.57,0
28786,-0.666868962,0.83130133,1.339210669,-0.90164949,0.943635381,-0.3349247,1.423314483,-0.242600877,-0.902441311,-0.469914558,0.583542653,0.130017812,-0.324838714,0.329244275,-0.382417037,0.535242206,-1.094865283,-0.001579949,0.246526219,0.086584405,-0.367999107,-1.135740465,-0.231280935,-0.530707631,0.351922345,0.064240062,-0.229594232,-0.188258231,38.9,0
141164,1.988702396,-1.493812455,-2.599976994,-1.361809291,-0.424634471,-1.756960289,0.492413101,-0.884037022,-2.369895921,1.603066748,-0.723316822,-0.137459318,1.818862809,0.017187721,-0.83753046,-1.477845829,0.705440556,-0.554105726,-0.070150125,0.069539776,0.263204735,0.9030494,-0.367478698,0.090943364,0.635622728,0.27476416,-0.100609428,-0.047124398,232.06,0
141181,-4.810359411,0.479608538,-3.134293666,-1.223717698,-3.152316021,2.509119551,3.838831169,-1.339460527,2.913499943,2.284554387,0.078290866,0.268150128,-0.358679878,-1.195243188,-0.957342061,0.722154055,-1.613603858,-0.155102103,0.184039808,-2.748299249,-0.825310793,-0.227187681,0.092910672,-0.063094896,-2.361136795,-1.420646136,-3.742338939,0.684441623,651.6,0
128422,0.095645779,3.195862774,-3.450093006,3.509291961,4.111129367,-1.163244866,2.276303357,-0.431287216,-2.769690666,-2.115429849,2.277842512,-1.594288111,0.206259153,-7.953280636,-0.949107723,3.46954636,4.901428261,3.770889368,-2.349140237,0.146062942,-0.284995533,-0.635751651,-0.574048739,-1.801206296,0.216142354,0.090617026,-0.072939223,-0.029747612,0.77,0
150143,-2.317142235,2.940550525,-1.068185898,0.772015297,0.303742191,0.061751886,-0.653116689,-4.579607841,-0.167556041,0.628302533,-1.297256657,0.484915592,-0.212385543,0.840205167,-0.440743696,-1.076405167,0.699888393,-0.264859857,0.655137407,-0.939396236,4.715646999,-0.945062958,0.390120374,-0.150459612,0.202761308,-0.339964007,0.515277912,0.255247133,1,0
2107,1.280462395,0.499815732,-1.925086879,0.334537204,2.60327506,3.061905327,-0.342884605,0.787826399,-0.225470906,-0.68076785,0.401451218,-0.376663635,-0.108219018,-1.524520527,1.325546553,1.112546888,0.560241357,1.243036392,-0.397518809,0.03463293,-0.093461149,-0.343483282,-0.1735347,0.83732311,0.835888374,-0.264137013,0.045180321,0.058349676,1,0
68539,1.013110255,0.341892265,0.849343353,2.589625865,-0.309730487,-0.129718193,0.080694783,0.031173647,-0.829065533,0.719299767,1.200257377,1.059609689,0.232963669,0.206117319,-1.013226845,0.510063172,-0.557748312,-0.208276959,-0.511937653,-0.029701598,-0.127222074,-0.449711505,0.023662276,0.518375714,0.348990065,-0.185197333,-0.012310653,0.026204439,56.71,0
110273,-0.775738956,0.445147604,1.957024407,-0.788258454,0.075334683,0.277263755,0.07215219,0.153861144,1.528795982,-1.09361477,1.258239717,-1.824188167,1.875287147,1.119923374,-1.381770476,1.006773723,-0.556398878,0.90892305,-0.868281784,-0.234504723,-0.014822721,0.214846967,-0.157654982,-0.465775809,-0.518433996,0.015340613,0.010380817,0.113929457,46.37,0
138733,0.528077863,-0.793157535,1.068818752,-0.827208977,-2.431796448,0.870690545,-1.992950859,0.525608139,-1.218865226,2.087483132,0.145430449,-1.227883967,-0.42624877,-0.53330183,1.209181425,-0.504792725,0.855067996,1.797202485,2.335285985,-0.215153375,0.157011682,1.002337728,0.126158453,-0.485455233,-1.116750351,0.247435679,-0.391185666,-0.345728574,46,0
129175,2.058292717,-0.127081732,-1.148854524,0.394363066,-0.140793059,-1.143397779,0.144247058,-0.288200102,0.655379155,0.090451252,-0.990756264,0.022881161,-0.599539105,0.405656973,0.127483718,-0.028826809,-0.30201708,-0.735289832,0.204093415,-0.249231039,-0.302548785,-0.786623458,0.3239279,-0.128913159,-0.304707941,0.206631199,-0.076801219,-0.061663687,8.99,0
166651,2.013195414,-0.427370066,-0.72830433,-0.038092577,-0.128313092,0.283513058,-0.629714713,0.185959229,0.843372182,0.171398614,0.29133823,0.681926448,-0.141199705,0.149240715,-0.062686158,0.833790808,-0.985471249,0.27003976,0.506963603,-0.145464849,-0.261197564,-0.739521733,0.389336702,0.06957493,-0.584880296,0.219172972,-0.051278664,-0.053428504,9.94,0
62552,-1.265317431,0.262466141,1.429187505,1.39423594,0.649309357,-0.295624043,-0.17451536,0.385383161,0.003699846,0.538072729,0.966885536,-0.021135417,-2.139853878,0.544009306,-0.226186805,-1.009499585,0.558651472,-0.04806615,0.952921538,0.071474035,-0.048285058,0.204549554,-0.171480065,0.199012321,-0.167163785,-0.235665895,0.587094625,0.263972577,5.68,0
69764,-1.152626338,0.791655703,1.335528232,0.141592743,0.046762243,-0.240019607,0.258974808,0.225534677,0.696825503,0.183525711,-0.857305389,-0.193037148,-1.044679938,-0.241449551,-0.258425491,-0.786879139,0.402623636,-0.756601387,-0.072053506,0.204172038,-0.07727812,0.271120385,-0.135110934,0.108991042,-0.132175891,0.406100772,0.579512503,0.374829902,9.49,0
121088,2.105646098,0.191131206,-1.920354194,0.27258079,0.786204055,-0.460944723,0.212050877,-0.219523849,0.412442499,-0.408748023,-0.879614976,0.398223706,0.936402494,-1.02697995,0.20760517,0.382735801,0.284099366,-0.311581976,0.184365609,-0.09431883,-0.386164436,-0.959190678,0.26872268,-0.048249973,-0.172943285,0.208496538,-0.055161443,-0.034947565,1.79,0
120933,-5.941676848,-5.252454302,-4.301134337,-0.471264424,-2.160692477,0.357182105,1.427876342,0.612994525,-0.418920259,-0.09775873,-0.495065908,0.962029513,1.388037555,0.176677165,-2.724451041,1.639112408,0.196966314,-0.732379225,0.337476544,-0.021860233,0.538059579,1.579780008,-1.859317066,0.559907428,-1.14579616,-0.203778378,0.795326202,-0.344094635,650,0
127388,2.034515693,-0.184995395,-1.202027808,0.224444679,0.021453139,-0.6391429,-0.005599963,-0.086646856,0.447220588,0.262511906,0.551669007,0.531951579,-0.920152366,0.6474463,-0.48458438,0.173038233,-0.547428277,-0.239251527,0.494261091,-0.271652176,-0.264728556,-0.701117413,0.306035937,-0.421653978,-0.331665771,0.207251203,-0.077886106,-0.076192684,0.99,0
157779,2.036773457,0.193002541,-1.751601398,0.549222115,0.181913101,-1.461469219,0.257708311,-0.359733982,0.61917057,-0.518355849,-0.306505744,-0.056217948,-0.238917061,-0.780443127,0.981247728,0.188504094,0.546085696,0.48497442,-0.520129596,-0.213010033,0.196540228,0.728276768,-0.01749367,-0.091735012,0.228576764,-0.098113105,-0.000462977,-0.028923435,8.98,0
169988,-0.034856795,0.556628292,-1.768196982,-1.355429904,3.464472684,3.191924505,0.78316081,0.313117556,0.309946311,-0.105748676,0.430403344,-0.481724852,-0.339639594,-1.115867089,1.209905965,-0.21621461,0.128179874,0.511382864,-0.297564629,0.153396306,0.1655081,0.931100387,-0.186350885,0.637067481,-0.353873407,-0.196281377,-0.159975418,-0.258502407,32.21,0
134855,-0.811538057,0.255703667,0.900101731,-0.976969932,1.104664117,-1.113829698,0.712314735,0.007834881,-0.459237327,-0.703677326,0.685772793,0.467668017,-0.864347753,0.516249268,-1.26234997,0.202137347,-0.683834556,-0.29553795,-0.298056941,-0.106515861,-0.116807921,-0.544489315,0.006828602,-0.006364126,-0.313593574,0.069783924,0.024592072,0.130561257,0.99,0
75479,-0.219829961,0.693899178,0.053280415,-0.830738466,2.515655906,3.510805932,0.16098993,0.599466947,-0.393704165,0.19418355,-0.012734396,-0.355647802,-0.00527261,0.07770023,1.453936968,0.195042607,-0.771065996,0.129761257,1.047644971,0.188884841,-0.253800873,-0.836446658,-0.077556093,0.993080872,-0.211163079,0.116191622,-0.413877646,-0.202696377,1.98,0
52423,1.371374314,-1.275248922,0.772242948,-1.523976194,-1.481899037,0.442815578,-1.570197991,0.331580942,-1.740499918,1.531840582,1.497069788,-0.475909048,-0.349524364,-0.083148001,0.734979712,-0.506182407,0.731952222,-0.004338692,-0.870063064,-0.428063059,0.036743231,0.519216064,0.059126792,-0.304546347,0.136215447,-0.058963801,0.076285351,0.008334922,10.4,0
133066,1.632962758,-0.454224916,-1.25155523,0.802849383,-0.402618324,-1.787215518,0.817911975,-0.612433095,0.312359857,-0.193613767,0.240542258,1.502745672,1.161997803,0.292494469,-0.181304796,-0.8681125,0.033585948,-1.047424912,-0.232550272,0.191624584,0.090242502,0.076877842,0.068255897,0.978472485,0.011397157,-0.459808449,-0.053676091,-0.013643441,197.42,0
117630,2.132441825,-0.821413722,-2.907446693,-1.359798268,2.129496949,3.209993188,-0.599682117,0.675539989,-0.598744631,0.756361503,-0.266494954,0.16152348,-0.003151233,0.526289647,0.285518999,-2.140776094,-0.045397452,0.604715578,-0.715962717,-0.556025198,-0.45565756,-0.811580731,0.25152006,0.657379142,0.073719143,-0.356437147,0.014281575,-0.058206765,21.79,0
49025,1.0927741,0.330446211,0.914640581,2.719219296,-0.410824774,-0.185162123,-0.013596351,0.001048824,-0.253118228,0.514625949,-0.917009272,0.075903615,-0.294820316,-0.061637757,-0.607048791,0.28963617,-0.226671194,-0.648798332,-0.591268964,-0.120037451,-0.273281115,-0.759262971,0.061032702,0.362432807,0.357244102,-0.182896471,0.001690755,0.031731685,36.29,0
134494,2.068709954,0.141884968,-1.732655598,0.396692273,0.472566596,-0.761342409,0.168009981,-0.204562851,0.503036372,-0.385761359,-0.580290068,0.123549311,0.029149837,-0.8338435,0.261914824,0.278114106,0.50965355,-0.370902458,0.004468989,-0.16103094,-0.362763308,-0.936464373,0.33851588,0.421323032,-0.266627136,0.180688856,-0.060057123,-0.031572939,2.69,0
133721,-1.764155153,-0.359561066,1.293930993,-1.379268404,0.436548974,0.575859631,1.066246254,0.003553158,0.499853238,-1.516646086,-1.76665189,0.050782999,0.64347875,-0.589940515,-0.294548178,0.745168407,-1.258779509,0.349499604,-1.158426723,-0.24067594,0.100737143,0.44355101,-0.539628677,0.032029301,0.987372564,-0.256950007,0.122840452,-0.058747662,265.45,0
65645,-0.940989724,1.393894007,0.781752876,0.372936578,-0.045258503,0.118631997,0.003309908,0.547296947,-0.747434102,-0.202201069,1.179366881,0.195987353,-0.679783442,0.293529011,1.052347542,0.112437487,0.473345343,0.284870482,0.988304576,-0.114137226,-0.025840397,-0.407255224,0.060404651,-0.368157254,-0.71092126,0.163694369,-0.409241557,0.07334838,1.98,0
38869,1.168017181,0.108715659,0.630837844,0.636592239,-0.606522543,-0.821650452,-0.046646658,-0.096359705,0.102812274,-0.109749273,0.374095369,0.435848841,-0.076472629,0.315710825,1.230265644,-0.192448077,0.094845821,-0.96524667,-0.729291762,-0.134315214,-0.004657985,0.024179745,0.098699897,0.647959207,0.224152654,0.407587113,-0.024081769,0.016383152,11.9,0
150884,-0.476154249,1.679820602,-1.428221204,0.96499962,1.329052698,-0.244417726,1.202380822,0.281851295,-0.792504828,-0.864929272,-1.521659448,-0.784800321,-0.649479194,-0.65029229,-0.050024668,-0.344389082,1.268418098,0.675637921,0.796180033,0.101561489,0.040613949,0.201194182,-0.204781258,-0.107705347,0.164292758,-0.361948033,0.308779849,0.215967828,52.75,0
155777,-0.332185877,-0.028563914,1.630293587,-1.836159745,-0.449647877,-0.617888805,0.027017116,-0.039015121,-0.952948759,-0.163488244,-0.797692247,-0.563168846,0.525415988,-0.605357105,-0.138198288,1.115526069,0.116721828,-1.479375086,0.532451784,0.146931352,0.049089016,0.045390732,0.002487539,-0.028395281,-0.411195958,-0.477095328,0.132280004,0.14651271,22.48,0
51397,1.135148894,-0.395843545,0.352619379,0.357325226,-0.497292118,0.26481941,-0.456363174,0.3018017,0.787012611,-0.126760401,0.527335382,0.056741485,-2.173736585,0.418461813,-0.534829129,-0.293356692,0.16266708,-0.202447085,0.382172941,-0.208783239,-0.050730995,-0.043308691,-0.096793635,-0.274397824,0.401979706,0.708218773,-0.038723747,-0.010717082,27.83,0
145217,1.309092586,-1.49702498,-0.245880668,0.757264594,-1.348640052,-0.386936848,-0.357482554,-0.084926487,1.476842915,-0.339179707,-0.814953013,0.673745006,0.580894084,-0.246883327,0.917402073,0.451935256,-0.682837915,0.292102178,-0.439968374,0.491533432,0.28647676,0.272784475,-0.0307038,0.061399577,-0.502140566,-0.449232965,-0.003191115,0.033712041,344.03,0
654,1.239993851,0.687839921,-0.231326199,1.309509222,0.050955407,-1.191853673,0.314966932,-0.259431898,-0.121488229,-0.573501241,0.086753824,0.08568384,0.232810568,-1.105013432,1.02994868,0.491603814,0.658255446,0.433462191,-0.584881614,-0.088703191,-0.048918619,-0.057010023,-0.122337156,0.284168518,0.700276869,-0.328468818,0.033619022,0.051824067,1,0
38350,1.175081766,0.134154835,-0.140764299,0.966419093,0.65083394,0.950973263,0.046039368,0.145219757,-0.05467664,0.001608799,0.145814313,1.391784638,1.19262119,-0.046051206,-0.821015125,-0.182510975,-0.546958769,-0.178488109,0.4189917,-0.015394766,-0.112434916,-0.10949297,-0.276837054,-1.300792265,0.84547179,-0.25162062,0.037772727,-0.001656622,30.75,0
124902,-1.073825643,1.53492631,0.254161496,-0.79484576,1.197442501,-0.678914517,1.345658094,-0.312876899,0.331893536,-0.425575523,-0.276501418,0.052593898,0.338328659,-1.572052996,0.145631745,-0.109407159,0.462686956,-0.171890484,-0.221429454,0.390986759,-0.501298739,-1.013141212,-0.296676621,0.536789953,0.946220482,-0.499186333,0.091981367,-0.031835733,9.99,0
84580,-0.583875564,1.273221203,1.187872795,0.013533923,0.005747121,-1.01810177,0.676011268,-0.057069863,-0.190876807,-0.197464403,-0.204463664,-0.104710686,0.05257219,-0.486108509,0.918042142,0.36599178,0.001914385,-0.145436267,-0.117893619,0.235785661,-0.295532278,-0.719046891,-0.005835718,0.323478768,-0.110786335,0.077168606,0.351626898,0.161592313,2.78,0
119750,1.902118037,-0.272201159,-1.425007753,0.183528852,0.785633304,0.788113397,-0.052104554,0.186202843,0.521316225,-0.107891216,-0.132050169,0.801167822,0.215426002,0.271562838,0.61433653,-1.177621706,0.658551122,-2.324426466,-0.931358494,-0.248790439,-0.155649549,-0.227186547,0.390651559,-0.254918035,-0.40230439,0.336627374,-0.026516069,-0.064177759,20.48,0
111923,1.743422996,-0.427190192,-3.940468412,0.305679223,3.208432701,2.934285586,0.701823979,0.420225675,-0.45914467,0.331249721,-0.129464096,0.139723602,-0.40893455,1.151382196,0.098701895,-0.911370849,-0.295264338,-0.553834593,-0.470827892,0.132626207,0.408773815,0.860201134,-0.341726582,0.760986459,0.851682993,-0.193371716,-0.06837514,-0.054306081,181.4,0
54471,-0.497866844,0.522374516,2.387449361,0.049098892,-0.251836585,0.12294015,0.210049472,-0.041908355,0.61121128,-0.381968799,-1.35290866,-0.452401902,-0.536456463,-0.656734935,0.117244008,0.106219433,-0.403306963,0.144324673,0.364558943,-0.010281373,-0.077919019,0.044969004,-0.253063981,-0.096098592,-0.251121513,0.265382538,-0.184694854,-0.111032398,5.14,0
143960,2.115891364,-0.188070352,-1.449476381,-0.734367984,0.159712497,-0.933122051,0.155133667,-0.31686547,0.67216209,-0.25393298,-0.482537498,0.812729889,0.881509784,0.204827275,0.591427627,-0.180126705,-0.324852684,-0.981361328,0.438394739,-0.109052334,-0.28872931,-0.727019493,0.37716516,0.646190556,-0.347445647,0.514939976,-0.099044259,-0.059689288,4,0
155380,-0.282030806,0.336593755,0.939455907,-1.009205183,0.844195629,0.857354437,0.114522713,0.281518524,0.055788106,-0.62668788,-0.332536929,0.822425294,1.202255294,-0.42392371,-0.794289436,0.759679756,-1.295522339,0.923028367,0.336545696,0.061692043,0.26635855,0.861627493,-0.248419579,-0.264373104,-0.456752335,0.500915292,0.150033824,0.17707254,11.5,0
38449,1.006867898,-0.512351065,0.484543876,0.258372237,-0.753271413,-0.140394627,-0.280447101,0.188905037,0.509159844,-0.153031504,1.261940247,0.538749916,-1.597870115,0.41971498,-0.429607224,-0.292585002,0.288308508,-0.692972115,0.262097434,-0.048828401,-0.154110206,-0.521996279,0.052862227,0.264306591,0.073100234,0.880493227,-0.080451716,0.003091052,84.34,0
33269,-1.202177726,0.610262072,0.741397624,0.190588434,0.856341752,0.711183092,0.798731599,0.481423682,-0.148357039,-1.333925701,0.563510948,-1.320941097,-2.926702524,-0.711324638,1.659339453,-0.316274516,1.783568275,-1.069989165,-3.159683386,-0.524510038,0.194902724,0.567759506,-0.061403784,-0.8239869,-0.331437818,-0.402204707,0.136279575,0.097673103,117,0
54852,-6.666901501,5.61230333,-2.515762413,-2.093164235,-2.834644367,-1.694167598,-1.54458369,2.470462567,2.877588409,4.244142315,-0.679711688,1.380370075,1.018455986,0.035503552,0.534310246,0.813762524,-0.028320498,-0.574097229,-1.365319913,1.969412742,-0.513930711,-0.616717132,0.482335662,0.358774228,0.84200073,0.737529767,0.783055828,0.149211985,0.23,0
42654,1.219119982,0.366979851,0.223347929,0.998468141,0.000380033,-0.620143443,0.292176236,-0.250366255,-0.165101956,-0.057271105,-0.558862678,0.762956648,1.382556293,0.101429313,0.885975228,0.246204458,-0.707212502,-0.314117971,-0.119991565,0.010066135,-0.180938688,-0.514272766,-0.047271584,-0.117614954,0.557037714,-0.538856895,0.021559616,0.028879384,31.1,0
